,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh,spatially_variable
gene_162,-0.0016420512681282983,0.45823113555960554,0.0001401813840498191,0.41508624450720366,0.3465346534653465,6.58834745655508e-05,0.4931974326113415,0.4612069383413374,0.42055176391425547,0
gene_163,0.011057179056591933,0.16659830294768374,0.0001401813840498191,0.07121475625756646,0.09900990099009901,7.638749379617875e-05,0.3621539504413144,0.16039359517469923,0.20456591113656822,0
gene_164,0.006901956407164277,0.2687024290852924,0.0001401813840498191,0.20119609145027506,0.15841584158415842,5.942144409413226e-05,0.44194478467975723,0.3281057579231431,0.2869852202611565,0
gene_165,-5.822851766608557e-05,0.4884802329295378,0.0001401813840498191,0.4562040192148854,0.43564356435643564,6.37430444345834e-05,0.4979189810062849,0.47907125002871664,0.47678948222691125,0
gene_166,0.007654071839027074,0.24816792871420468,0.0001401813840498191,0.15006111182137616,0.1485148514851485,6.000238289556422e-05,0.43691536745458576,0.26796627110960025,0.2730052417006406,0
gene_167,-0.006919528256174574,0.2909434661560627,0.0001401813840498191,0.1881609947531649,0.19801980198019803,7.210797588535456e-05,0.4508019973286679,0.31723640894866084,0.32356176794150004,0
gene_168,-0.0003495930193939325,0.498296150834302,0.0001401813840498191,0.4850404606284352,0.46534653465346537,6.394579784448713e-05,0.4994377587194364,0.4909316403121814,0.47678948222691125,0
gene_169,-0.01688407857434093,0.08192429437323812,0.0001401813840498191,0.01199711818233849,0.019801980198019802,6.67537201370021e-05,0.24675992281095815,0.04410705214095033,0.06188118811881188,0
gene_170,-0.02089463412883649,0.0417278236438887,0.0001401813840498191,0.006566657573599373,0.009900990099009901,6.600342297812513e-05,0.1511877668256837,0.024873702930300653,0.03694399290675336,0
gene_171,0.0038284831788701255,0.3604881505426518,0.0001401813840498191,0.30039937497329805,0.31683168316831684,6.519240150991782e-05,0.46472212255711076,0.3949448338329217,0.41040373467398555,0
gene_172,-0.0035961786171671488,0.3936039535765072,0.0001401813840498191,0.34754707609923363,0.3465346534653465,9.21164595406356e-05,0.4753670936914338,0.42383789768199226,0.42055176391425547,0
gene_173,-0.005459413210077884,0.33457742632955834,0.0001401813840498191,0.3017378530483522,0.32673267326732675,7.464936716498864e-05,0.4595843768263164,0.3949448338329217,0.4146353721666583,0
gene_174,0.00377454725966545,0.3621946089108461,0.0001401813840498191,0.29776430442781066,0.26732673267326734,6.827137879487203e-05,0.46472212255711076,0.39393492322889906,0.3818953323903819,0
gene_175,0.017636993008529573,0.0638254422598723,0.0001401813840498191,0.03726701559073675,0.0594059405940594,7.6204071108636e-05,0.21858028171189145,0.09911440316685306,0.13879892662163412,0
gene_176,0.0010045997063657549,0.45277749998775996,0.0001401813840498191,0.4648714342005814,0.44554455445544555,6.913521488165864e-05,0.4931974326113415,0.480239084917956,0.47678948222691125,0
gene_177,-0.005032822861600795,0.34779584998885255,0.0001401813840498191,0.3353290153227534,0.3564356435643564,8.616196348205736e-05,0.4604956135442889,0.4189191779409417,0.4304778303917348,0
gene_178,-0.011383837338004809,0.17678435549059185,0.0001401813840498191,0.08349825722226922,0.0891089108910891,6.530776820610836e-05,0.37139570481216777,0.1799531405652354,0.1904036557501904,0
gene_179,0.00927794339292369,0.20684431693398464,0.0001401813840498191,0.1123510573800739,0.1188118811881188,6.62443361337404e-05,0.40286006005906844,0.221163498779673,0.23573785950023574,0
gene_180,0.010116692876785804,0.18720016726185906,0.0001401813840498191,0.13765337497582686,0.16831683168316833,9.04108183136689e-05,0.37149716136338184,0.2568159980892292,0.2922167216721673,0
gene_181,-0.005929326305661137,0.3202508639997911,0.0001401813840498191,0.2177897104662324,0.2376237623762376,7.723981949534155e-05,0.4595843768263164,0.3360952322009759,0.357867112012406,0
gene_182,0.004376300594613953,0.3433184054239049,0.0001401813840498191,0.27733049862155035,0.297029702970297,8.185627334807039e-05,0.4604956135442889,0.38194257499341117,0.41026202067720585,0
gene_183,0.0034547425802902436,0.3723680880579453,0.0001401813840498191,0.34385752886925103,0.32673267326732675,8.067613774566268e-05,0.46809197357915583,0.42272501747982744,0.4146353721666583,0
gene_184,-0.004128156960829578,0.3764304317106079,0.0001401813840498191,0.32245636757590607,0.38613861386138615,9.783765284651389e-05,0.46809197357915583,0.4134055994562898,0.4448601542181868,0
gene_185,-0.009679667020151094,0.21659225646569907,0.0001401813840498191,0.08205447098566243,0.0891089108910891,5.653333882409523e-05,0.4071283016272539,0.17994401531943516,0.1904036557501904,0
gene_186,-0.006725880011337166,0.29657567023373843,0.0001401813840498191,0.22572242823173932,0.18811881188118812,7.557418630853362e-05,0.4508019973286679,0.34408906742643186,0.31776826331281777,0
gene_187,0.007962269026029223,0.2400017724281054,0.0001401813840498191,0.10682582326174295,0.10891089108910891,5.5860356900332297e-05,0.43460781873123977,0.21537464367286885,0.21782178217821782,0
gene_188,0.012843664350783632,0.13165902435995447,0.0001401813840498191,0.03408489466189135,0.0594059405940594,5.721654790101132e-05,0.3155595202787527,0.0946802629496982,0.13879892662163412,0
gene_189,0.0022219562894174928,0.4123648581671121,0.0001401813840498191,0.4082602110816901,0.43564356435643564,7.672094332125661e-05,0.48399631240271374,0.45769081959830726,0.47678948222691125,0
gene_190,0.026255159931710334,0.012182392531560282,0.0001401813840498191,0.0008454939870330413,0.009900990099009901,7.104214080220276e-05,0.053431546191053864,0.003644370633763109,0.03694399290675336,0
gene_191,-0.001498140232445664,0.4630565663504444,0.0001401813840498191,0.4593578861439224,0.49504950495049505,5.786083668954124e-05,0.4931974326113415,0.47907125002871664,0.4970376555727862,0
gene_192,0.004221648754224604,0.34813468383948243,0.0001401813840498191,0.2845247718696221,0.2871287128712871,6.44809983804244e-05,0.4604956135442889,0.3844929349589488,0.4010177554068256,0
gene_193,-0.005599632460001858,0.33027597966351196,0.0001401813840498191,0.21434775558438568,0.22772277227722773,5.694286025002368e-05,0.4595843768263164,0.3349183681006026,0.3471383723738227,0
gene_194,-0.013763657223752761,0.129514162932234,0.0001401813840498191,0.03550495681482635,0.04950495049504951,5.242492410736205e-05,0.3155595202787527,0.09703729658473442,0.12376237623762376,0
gene_195,-0.0074116888691705875,0.2768587237826202,0.0001401813840498191,0.1561949555373915,0.16831683168316833,4.687257302761917e-05,0.44944598016659126,0.2749911189038583,0.2922167216721673,0
gene_196,-0.0017425485944957114,0.4548649985469604,0.0001401813840498191,0.4019132029746163,0.45544554455445546,7.156343707776071e-05,0.4931974326113415,0.45769081959830726,0.47678948222691125,0
gene_197,0.0020313587394166417,0.4186423676865043,0.0001401813840498191,0.3962322955277212,0.40594059405940597,6.467262283074265e-05,0.48906818654965456,0.4543948343207812,0.45920881680928277,0
gene_198,0.016269398703924437,0.07957692192497845,0.0001401813840498191,0.018945305057949113,0.0297029702970297,7.38807527443191e-05,0.2426125668444465,0.06158706975873778,0.087361677344205,0
gene_199,0.007855870585950667,0.24280428938017984,0.0001401813840498191,0.14654570486506002,0.16831683168316833,5.879956610277974e-05,0.43460781873123977,0.26741916946178834,0.2922167216721673,0
gene_200,0.00404397411053596,0.3536983025604856,0.0001401813840498191,0.2885561158254536,0.31683168316831684,7.930020314846527e-05,0.46328222051543705,0.3878442417008785,0.41040373467398555,0
gene_201,0.010989058968964752,0.16803943300476987,0.0001401813840498191,0.061604571064891145,0.0594059405940594,5.8753778318669644e-05,0.3621539504413144,0.1426031737613221,0.13879892662163412,0
gene_202,0.007378852413083938,0.2555836847383699,0.0001401813840498191,0.12537523284052443,0.16831683168316833,6.725555243541639e-05,0.44082017088819403,0.23640836920675223,0.2922167216721673,0
gene_203,-0.0008020782604054263,0.4864599845699206,0.0001401813840498191,0.45141698127687113,0.45544554455445546,8.571821190610408e-05,0.4979189810062849,0.47819595474244825,0.47678948222691125,0
gene_204,-0.014924423912146425,0.10996205909295637,0.0001401813840498191,0.07273811838470554,0.09900990099009901,7.62384682520727e-05,0.2890262363382506,0.162361871394432,0.20456591113656822,0
gene_205,-0.012170735750820078,0.16007458008076558,0.0001401813840498191,0.05178406410366252,0.04950495049504951,5.933389251240701e-05,0.3560073527008919,0.12329539072300601,0.12376237623762376,0
gene_206,0.026686435676463588,0.011075936120529817,0.0001401813840498191,0.0005959361102656491,0.009900990099009901,6.641858618921976e-05,0.049446143395222394,0.0026604290636859334,0.03694399290675336,0
gene_207,-0.021648337540704436,0.03635581127772579,0.0001401813840498191,0.01280326076596601,0.019801980198019802,8.330248311579556e-05,0.1356560122303201,0.045081904105514124,0.06188118811881188,0
gene_208,-0.00958728284838356,0.21888893181040486,0.0001401813840498191,0.1257692524179922,0.13861386138613863,6.597742556542911e-05,0.4083748727806061,0.23640836920675223,0.2586079503472735,0
gene_209,0.012815331334756541,0.13217039754223148,0.0001401813840498191,0.038921258983365514,0.04950495049504951,6.781583570514124e-05,0.3155595202787527,0.10242436574569871,0.12376237623762376,0
gene_210,-0.00695547495458415,0.28990349207451505,0.0001401813840498191,0.2287665779949331,0.2376237623762376,7.393940816243098e-05,0.4508019973286679,0.34661602726505014,0.357867112012406,0
gene_211,0.022228128530176455,0.027989328761024335,0.0001401813840498191,0.0038771296007028555,0.019801980198019802,7.111460675919719e-05,0.1121979744222075,0.015889875412716623,0.06188118811881188,0
gene_212,-0.00018329688149618158,0.49269321316215253,0.0001401813840498191,0.4463435435314288,0.44554455445544555,6.627039645133036e-05,0.4986773412572394,0.4768627601831504,0.47678948222691125,0
gene_213,0.00443718508743273,0.341429203106728,0.0001401813840498191,0.23581893214939964,0.19801980198019803,5.595258295313815e-05,0.4604956135442889,0.3530223535170653,0.32356176794150004,0
gene_214,-0.010917739680028586,0.18718366427562638,0.0001401813840498191,0.057785893391157826,0.04950495049504951,5.019123395170879e-05,0.37149716136338184,0.1362874844131081,0.12376237623762376,0
gene_215,0.005967478430936671,0.29535225209904903,0.0001401813840498191,0.25478858539985894,0.31683168316831684,7.67817083346709e-05,0.4508019973286679,0.36793817907988646,0.41040373467398555,0
gene_216,-0.00792213483326496,0.26261264509155685,0.0001401813840498191,0.15161395782373122,0.13861386138613863,5.4605689493754514e-05,0.44146575685517886,0.26881907415555184,0.2586079503472735,0
gene_217,0.03684765279010642,0.0008276638503214029,0.0001401813840498191,1.393502185531581e-05,0.009900990099009901,7.363542436662617e-05,0.004057175736869622,6.83089306633128e-05,0.03694399290675336,0
gene_218,-0.0016776760530755662,0.45703753537628206,0.0001401813840498191,0.44157838062712695,0.44554455445544555,4.532387787326254e-05,0.4931974326113415,0.47615804514275434,0.47678948222691125,0
gene_219,0.010128327211714798,0.18693605655211254,0.0001401813840498191,0.1161988620354113,0.13861386138613863,6.583966436147251e-05,0.37149716136338184,0.22635871946644512,0.2586079503472735,0
gene_220,-0.0007953979086225,0.4866849512155904,0.0001401813840498191,0.4795013997334967,0.48514851485148514,6.574478388474181e-05,0.4979189810062849,0.4909316403121814,0.49104100693470154,0
gene_221,-0.004113294181348614,0.37690710639027153,0.0001401813840498191,0.36553369989098594,0.4158415841584158,7.523683065103547e-05,0.46809197357915583,0.43130160894341135,0.4641089108910891,0
gene_222,-0.0058014623123617375,0.32412382756111124,0.0001401813840498191,0.23419070176352252,0.26732673267326734,7.533331328796667e-05,0.4595843768263164,0.352696840005305,0.3818953323903819,0
gene_223,-0.005529849569543723,0.3324139212171341,0.0001401813840498191,0.2613186977331049,0.26732673267326734,7.897172019468175e-05,0.4595843768263164,0.37162025949347527,0.3818953323903819,0
gene_224,-0.002001369560888123,0.44621132902155813,0.0001401813840498191,0.4305365172187092,0.46534653465346537,7.882250080303242e-05,0.4931974326113415,0.46862533504444104,0.47678948222691125,0
gene_225,0.016535307903916593,0.07630370876384396,0.0001401813840498191,0.03336587274402569,0.0297029702970297,8.306208344436983e-05,0.2404683078834714,0.09372436164052161,0.087361677344205,0
gene_226,-0.017333772698425873,0.07632618656951574,0.0001401813840498191,0.012611278407278327,0.019801980198019802,6.22208045533882e-05,0.2404683078834714,0.04504028002599402,0.06188118811881188,0
gene_227,0.0008526875975204623,0.4578640013712234,0.0001401813840498191,0.43053529304120697,0.46534653465346537,7.431905547985212e-05,0.4931974326113415,0.46862533504444104,0.47678948222691125,0
gene_228,0.015604690061523964,0.08822264123823853,0.0001401813840498191,0.018968817485691236,0.019801980198019802,6.183805389071233e-05,0.25351333689149,0.06158706975873778,0.06188118811881188,0
gene_229,-0.008902879968818894,0.23633365762855757,0.0001401813840498191,0.20331014376628032,0.18811881188118812,9.858225204319309e-05,0.43126579859225833,0.3281057579231431,0.31776826331281777,0
gene_230,0.014032808886097673,0.11141847415726558,0.0001401813840498191,0.05029238463118946,0.0594059405940594,7.019285409235748e-05,0.2890262363382506,0.1208951553634362,0.13879892662163412,0
gene_231,0.017640964567992932,0.06378351944039717,0.0001401813840498191,0.03047815562488121,0.019801980198019802,8.551270369780236e-05,0.21858028171189145,0.08823341525238829,0.06188118811881188,0
gene_232,0.012118987108125092,0.1451699410479701,0.0001401813840498191,0.10399803688544584,0.10891089108910891,7.48819626914253e-05,0.329931684199932,0.2113781237509062,0.21782178217821782,0
gene_233,-0.004667112691216056,0.3592777774330381,0.0001401813840498191,0.2843107257445625,0.3069306930693069,6.817484246618793e-05,0.46472212255711076,0.3844929349589488,0.41040373467398555,0
gene_234,0.0008534696082911734,0.4578377987530803,0.0001401813840498191,0.4727368397564098,0.45544554455445546,6.348776838883063e-05,0.4931974326113415,0.4863547734119442,0.47678948222691125,0
gene_235,0.010115178179669967,0.18723456932714444,0.0001401813840498191,0.08512438236118258,0.09900990099009901,6.082108771151131e-05,0.37149716136338184,0.18188970589996278,0.20456591113656822,0
gene_236,0.00572548668613663,0.3024466479886274,0.0001401813840498191,0.24969908880642877,0.2871287128712871,7.280770051561236e-05,0.4508019973286679,0.3650571473778198,0.4010177554068256,0
gene_237,0.009035764875915545,0.21273564912108744,0.0001401813840498191,0.15826598885863874,0.18811881188118812,7.445083620033114e-05,0.40572457525885103,0.27668879171090693,0.31776826331281777,0
gene_238,-0.012111515887617759,0.1612949627591071,0.0001401813840498191,0.09587799094492683,0.12871287128712872,8.495240319633143e-05,0.3560073527008919,0.19647129291993204,0.25139232673267325,0
gene_239,-0.02561509250148067,0.01659936811295443,0.0001401813840498191,0.0003538307460355051,0.009900990099009901,5.767876640881079e-05,0.07033630556336623,0.0016083215728886595,0.03694399290675336,0
gene_240,0.006678979141868754,0.27495023986892986,0.0001401813840498191,0.18415131078077096,0.2079207920792079,7.449500960464401e-05,0.4492650978250488,0.3131825013278418,0.3332063975628332,0
gene_241,0.010231358611456584,0.18460721669907554,0.0001401813840498191,0.13917547649538287,0.19801980198019803,7.515071063726537e-05,0.37149716136338184,0.2573736747611695,0.32356176794150004,0
gene_242,-0.00128540523656072,0.4701994711717645,0.0001401813840498191,0.44852565182038123,0.45544554455445546,7.763985890032072e-05,0.4959910033457432,0.47715494874508646,0.47678948222691125,0
gene_243,0.004800066645702195,0.3302528998034078,0.0001401813840498191,0.25608497263960095,0.25742574257425743,7.840924600565621e-05,0.4595843768263164,0.36793817907988646,0.3763534248161658,0
gene_244,0.020723013119887886,0.03720544569537587,0.0001401813840498191,0.019776398546201057,0.039603960396039604,8.95725220631495e-05,0.13678472682123483,0.061672217591949366,0.1076194575979337,0
gene_245,-0.006848343307463491,0.29300804646411704,0.0001401813840498191,0.21384640401456678,0.22772277227722773,6.838738155691702e-05,0.4508019973286679,0.3349183681006026,0.3471383723738227,0
gene_246,0.003263764403989224,0.37848667954045545,0.0001401813840498191,0.45990840002756794,0.4752475247524752,7.44382991110256e-05,0.46809197357915583,0.47907125002871664,0.48297512678097076,0
gene_247,0.0089752637146032,0.21422257573667336,0.0001401813840498191,0.1237936862142055,0.13861386138613863,6.303193526062787e-05,0.40572457525885103,0.23624749277520132,0.2586079503472735,0
gene_248,-0.0048363560548197425,0.3539476164737939,0.0001401813840498191,0.3165425862577319,0.31683168316831684,6.83349932403532e-05,0.46328222051543705,0.40791570394037613,0.41040373467398555,0
gene_249,-0.02040848916204888,0.04552181484883887,0.0001401813840498191,0.013248617276779636,0.019801980198019802,6.90990869143216e-05,0.16257791017442452,0.046002143322151516,0.06188118811881188,0
