,FSV,M,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval,spatially_variable
gene_0,0.4736382742453312,4,5.9829737238226635,1.022051600772763,-201.23449035234975,-6.920469622872503,3.0780087489755923,SE,225,0.0006305051312073755,0.011861687946869042,0.001383066177368164,424.1333823135172,-249.47752941301474,48.243039060664984,3.7653213880162184e-12,2.2959276756196454e-11,1
gene_1,0.9761669885294854,4,5.9829737238226635,0.022453813744634354,39.99192117169514,12.123094945107166,10.808461135718668,SE,225,4.380080693724044e-06,0.006159248079951874,0.0018630027770996094,-58.319440734572595,-237.63017669425963,277.62209786595474,0.0,0.0,1
gene_2,0.9040673865527896,4,5.9829737238226635,0.09758898113848874,-19.077937615744673,0.9485048502826163,0.3699792226121978,SE,225,3.3905060272488506e-05,0.003907519396647703,0.0018725395202636719,59.82027684030703,-211.09074443994012,192.01280682419545,0.0,0.0,1
gene_3,0.6323389469346321,4,9.938466421540705,0.466006781487186,-177.31451046147103,-5.242736370486069,1.3049038456162025,SE,225,0.0007353562926630227,0.015454181581714228,0.0018968582153320312,376.29342253175975,-254.58534757937593,77.2708371179049,0.0,0.0,1
gene_4,0.9752401050660116,4,5.9829737238226635,0.023349229589550696,-39.79075268087263,18.988348817219638,26.263715420132204,SE,225,1.1874108688692408e-05,0.01552898443068604,0.0021173954010009766,101.24590697056294,-218.61075877208162,178.820006091209,0.0,0.0,1
gene_5,0.8638833151296511,4,9.938466421540705,0.12628472378588365,-41.29123855869787,3.384272323604016,0.8135746476783036,SE,225,0.00017884758668381578,0.011910465141999322,0.002134084701538086,104.24687872621342,-203.03234889553005,161.74111033683218,0.0,0.0,1
gene_6,0.6843758953641161,4,9.938466421540705,0.3696323729326488,-114.34799756651067,-1.0838874451200944,0.36242217428733964,SE,225,0.0008310697716976302,0.019658378590891864,0.0018606185913085938,250.36039674183903,-229.52301494073123,115.17501737422056,0.0,0.0,1
gene_7,0.9533286142870542,4,5.9829737238226635,0.045023927630061855,29.75952429263532,0.13360142717579992,0.3430334644665032,SE,225,7.392766768363853e-06,0.002971592465954916,0.0018548965454101562,-37.854646976452955,-252.81251398377137,282.5720382764067,0.0,0.0,1
gene_8,0.27038689765010937,4,3.6017603784793164,2.6210435651665365,-226.8188796627114,3.5804266415973354,1.4660235555896381,SE,225,0.0016880328085465172,0.04630569300133447,0.002399444580078125,475.3021609342405,-233.54004991440254,6.721170251691149,0.009527509115259236,0.04962244330864185,1
gene_9,0.9884213196940819,4,5.9829737238226635,0.010773387211582466,-23.872959901290045,1.4613301859997527,1.5058534685664373,SE,225,9.409383560165144e-07,0.005331691333877466,0.0016071796417236328,69.41032141139777,-294.75470185116615,270.8817419498761,0.0,0.0,1
gene_10,0.5914660861229828,4,2.168265886298247,0.6850773154419497,-227.69706622444676,-13.755351476322765,55.7083390189425,SE,225,0.0032950289982278057,0.06512528106773838,0.0015752315521240234,477.0585340577112,-240.83403652459054,13.136970300143787,0.0002895256482543518,0.0015735089579040859,1
gene_11,0.9438464422137308,4,9.938466421540705,0.04768375809191735,4.793550949509836,-14.889080999728918,8.313737544283605,SE,225,3.087393631897559e-05,0.008900738136704785,0.0021338462829589844,12.077299709798009,-253.80119913201668,258.5947500815265,0.0,0.0,1
gene_12,0.891282878779447,4,5.9829737238226635,0.11218058247276605,-127.21720883815684,21.725924445414126,32.438762394775104,SE,225,5.117390622937681e-05,0.004820759126555067,0.0018665790557861328,276.09881928513136,-300.4796129853404,173.26240414718356,0.0,0.0,1
gene_13,0.4087443271471791,4,5.9829737238226635,1.3303284934345896,-215.52137128543762,4.2714468681427,1.2754530388729108,SE,225,0.0006904945554269638,0.013643982896734906,0.0015790462493896484,452.70714417969293,-254.89096740487415,39.36959611943652,3.507154566761983e-10,2.0875920040249898e-09,1
gene_14,0.7444320581052103,4,9.938466421540705,0.2751540121982885,-144.51520460076276,2.888697827841043,0.8171719347905295,SE,225,0.0004279097482955032,0.012463045331478045,0.0021240711212158203,310.6948108103432,-275.41592504193073,130.90072044116798,0.0,0.0,1
gene_15,0.9246275870006209,4,3.6017603784793164,0.07917951373448308,-30.562850775147737,-13.078256958427394,25.867963366591088,SE,225,1.741473234959071e-05,0.0030040905763094343,0.0021398067474365234,82.79010315911316,-191.37366953549423,160.81081876034648,0.0,0.0,1
gene_16,0.910951156390748,4,9.938466421540705,0.07834796744332703,-33.91031856312091,-6.389856957297151,1.9925956224818455,SE,225,6.8292584055172e-05,0.008897064384849747,0.002120494842529297,89.4850387350595,-207.82700013278276,173.91668156966185,0.0,0.0,1
gene_17,0.800952311237034,4,5.9829737238226635,0.22855240250790668,-68.74787369393849,0.5766110603028392,0.2787788535160742,SE,225,0.00011169059242415227,0.004379072686192532,0.0020399093627929688,159.16014899669466,-212.3179298731161,143.5700561791776,0.0,0.0,1
gene_18,0.9572421603352678,4,5.9829737238226635,0.04107988761911718,25.82993883933844,17.178555309176822,20.80032885447223,SE,225,2.041525522230876e-05,0.009625773684636423,0.0018582344055175781,-29.995476069859198,-220.55957945449333,246.38951829383177,0.0,0.0,1
gene_19,0.9787292251096602,4,5.9829737238226635,0.019987389025572986,-89.4132925426905,17.514061110301483,23.255482786260394,SE,225,2.9598414689141164e-06,0.005170994659483631,0.0021257400512695312,200.49098669419868,-304.98770015913533,215.57440761644483,0.0,0.0,1
gene_20,0.9736252161458291,4,5.9829737238226635,0.02491336590586522,-32.59102099190093,-1.9884484803672158,1.1521912829744307,SE,225,3.6941091337992505e-06,0.004285668253372752,0.001867532730102539,86.84644359261955,-235.19080585712686,202.59978486522593,0.0,0.0,1
gene_21,0.35508729175230536,4,9.938466421540705,1.4556613365580469,-176.604773548009,8.367411892807182,2.1179479736929676,SE,225,0.0018505317449210906,0.03984170661398645,0.0015783309936523438,374.8739487048357,-210.32983709337287,33.72506354536387,6.347754211155632e-09,3.690554773927693e-08,1
gene_22,0.9755568600126728,4,5.9829737238226635,0.023043037069788986,-60.297068282492546,-2.9345998881832163,1.7806777257881183,SE,225,3.390098029168948e-06,0.00454337843809011,0.0018565654754638672,142.25853817380278,-280.30690576086477,220.00983747837222,0.0,0.0,1
gene_23,0.983791880467793,4,5.9829737238226635,0.015151816695779126,-1.973718453560167,2.8627517566169662,1.488499095447427,SE,225,1.224261021212583e-06,0.003608214996863839,0.0021228790283203125,25.611838515938015,-215.3763185805476,213.40260012698744,0.0,0.0,1
gene_24,0.96470514784945,4,5.9829737238226635,0.033647444204848005,-1.950488701456976,-13.732010955403016,13.664999260701297,SE,225,1.2532469968009287e-05,0.008416730849159592,0.0021347999572753906,25.565379011731633,-230.52186416901833,228.57137546756135,0.0,0.0,1
gene_25,0.9856025780007495,4,5.9829737238226635,0.01343439812035371,-47.70176666484562,-0.3826965625153908,1.4773448074028912,SE,225,1.1578969745623973e-06,0.004292967378221613,0.002126455307006836,117.06793493850893,-321.6493652136364,273.9475985487908,0.0,0.0,1
gene_26,0.8432715496415842,4,5.9829737238226635,0.1709289803448546,-82.10484409204204,3.6316586098850623,1.2320851664398655,SE,225,8.29496177267477e-05,0.004496465748648607,0.0015950202941894531,185.87408979290177,-250.0353268326159,167.93048274057386,0.0,0.0,1
gene_27,0.9824195448527212,4,5.9829737238226635,0.016457673081586157,-21.675819307214823,-7.624203680849203,5.136738266544584,SE,225,2.1690414281938865e-06,0.005464274791983179,0.002130270004272461,65.01604022324733,-283.6888700256504,262.0130507184356,0.0,0.0,1
gene_28,0.7609304983307087,4,16.509033696538385,0.18405836765358508,-106.13368879038299,18.504314799548666,6.810336803054937,SE,225,0.0006754453210962339,0.021195479609179103,0.0024099349975585938,233.93177918958366,-303.79880074375126,197.66511195336827,0.0,0.0,1
gene_29,0.819923645463541,4,9.938466421540705,0.17602640554435642,-103.1914736448905,-2.086893624905222,0.7079182113020294,SE,225,0.00025002873263772817,0.011181462419683224,0.0021173954010009766,228.04734889859867,-262.94898560207423,159.75751195718374,0.0,0.0,1
gene_30,0.9099834585312615,4,16.509033696538385,0.05795156996426541,10.561891227779256,-12.618235152900908,3.755038931562417,SE,225,0.00020218746688960968,0.02587325341168501,0.0021305084228515625,0.5406191532591684,-146.19482775037812,156.75671897815738,0.0,0.0,1
gene_31,0.7630575907237446,4,5.9829737238226635,0.28557540003245135,-126.65375749123497,-6.396705919181329,3.00535677609217,SE,225,0.00016600298297097908,0.0052629418427768,0.0018444061279296875,274.9719165912876,-246.59045580841126,119.9366983171763,0.0,0.0,1
gene_32,0.8307189477810715,4,9.938466421540705,0.16332353643138053,-23.816712049269796,4.768063106359792,1.0385196353320287,SE,225,0.00018907246782149227,0.009199044027311002,0.0021162033081054688,69.29782570735728,-225.12450718305072,201.30779513378093,0.0,0.0,1
gene_33,0.9563944523038291,4,9.938466421540705,0.036542582745386416,-78.29418171168487,28.558898198786206,30.187844956191256,SE,225,2.3082066136200276e-05,0.010499590737449473,0.0018475055694580078,178.25276503218743,-319.15164629474754,240.85746458306267,0.0,0.0,1
gene_34,0.862096117661893,4,16.509033696538385,0.09371242676326116,-71.78971973057722,-3.295101544584723,1.105335603414028,SE,225,0.00047833934429592856,0.031241727101631478,0.0018391609191894531,165.24384106997212,-208.50122051977877,136.71150078920155,0.0,0.0,1
gene_35,0.9808082431928768,4,5.9829737238226635,0.017995583588153414,125.16144473845839,2.6458436237992506,0.7578497895288413,SE,225,9.974941740268787e-07,0.0021225976944142405,0.001580953598022461,-228.6584878680991,-261.8803528462199,387.0417975846783,0.0,0.0,1
gene_36,0.8951813419510796,4,5.9829737238226635,0.10768690228408488,-146.4794000487855,5.809456585877826,3.1647760233513336,SE,225,6.743207048775088e-05,0.006733487833219951,0.0018463134765625,314.62320170638867,-293.0366506549775,146.557250606192,0.0,0.0,1
gene_37,0.38459153525378864,4,2.168265886298247,1.5871028244726515,-232.44642275834832,-11.982041774907271,33.277594881741116,SE,225,0.00430595306716901,0.0879508194645237,0.0015742778778076172,486.5572471255143,-237.3338278301424,4.887405071794092,0.027053318397726067,0.13526659198863034,1
gene_38,0.966771427883495,4,9.938466421540705,0.027547514113993254,-39.50003264167711,25.45796186660201,24.405412893574713,SE,225,1.2256591482228607e-05,0.009210105733014793,0.0015935897827148438,100.6644668921719,-314.513647051563,275.0136144098859,0.0,0.0,1
gene_39,0.2503945483986648,4,5.9829737238226635,2.7532343409855415,-220.22310129788443,2.8757943855428674,0.5533441911395176,SE,225,0.0011422708969701424,0.03402421872248866,0.0018343925476074219,462.11060420458654,-236.9144811181227,16.691379820238268,4.398038765562884e-05,0.00024433548697571576,1
