,FSV,M,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval,spatially_variable
gene_0,0.9270548904271645,4,9.938466421540705,0.06306454596084443,-58.32098235210461,19.30224126432487,13.622647781641737,SE,225,7.913273213058152e-05,0.014437522023874109,0.0018856525421142578,138.3063663130269,-245.168528653935,186.8475463018304,0.0,0.0,1
gene_1,0.9711165504311395,4,5.9829737238226635,0.027353506984493684,-85.1264976545163,2.27753065094832,1.6778653914773924,SE,225,4.293315255019895e-06,0.004195606910618532,0.002175569534301758,191.91739691785028,-275.5222244885399,190.3957268340236,0.0,0.0,1
gene_2,0.2720665184037639,4,3.6017603784793164,2.598865801647927,-210.54516490811162,-4.148505488127725,1.9109856086718497,SE,225,0.0013120083732415838,0.03576102345417583,0.0024111270904541016,442.7547314250409,-217.79845139753854,7.253286489426927,0.007077136901126102,0.03538568450563051,1
gene_3,0.6656579507755555,4,3.6017603784793164,0.48787339352574055,-164.7703032150646,-0.5632187361083105,0.2994725014701099,SE,225,0.0002444856582096118,0.005510631004990525,0.0018794536590576172,351.20500803894686,-214.05517602988172,49.284872814817135,2.2136736888000996e-12,1.2298187160000553e-11,1
gene_4,0.9507442616693456,4,16.509033696538385,0.030350755176202015,104.36246544687543,3.8685699252320203,0.8265327749059198,SE,225,5.8661105324090256e-05,0.021388392802841168,0.0021295547485351562,-187.06052928493318,-70.61533757885724,174.97780302573267,0.0,0.0,1
gene_5,0.7965267262025096,4,5.9829737238226635,0.23493208388486247,-149.58314981496818,-30.441688380892092,60.93809398947122,SE,225,0.00018541405422856777,0.007068774834344681,0.0019941329956054688,320.83070123875405,-260.462203326966,110.87905351199782,0.0,0.0,1
gene_6,0.9379156991257421,4,9.938466421540705,0.05305331568088486,-42.254261640007655,-10.387281340407288,4.62642620001805,SE,225,5.22714069822081e-05,0.012618765560269094,0.002106189727783203,106.172924888833,-233.6454894629997,191.39122782299205,0.0,0.0,1
gene_7,0.6822522331846286,4,16.509033696538385,0.2728436947653005,-119.34846090936776,-19.361777654483618,7.05027462917171,SE,225,0.0019405742692874559,0.045636257713377266,0.0019335746765136719,260.3613234275532,-235.8796413739256,116.53118046455785,0.0,0.0,1
gene_8,0.98993173180216,4,5.9829737238226635,0.009353730240924514,-32.487313970144214,13.157628511245004,13.951781053142954,SE,225,9.082341047248754e-07,0.006764034755774093,0.0022096633911132812,86.63902954910611,-281.48680558177995,248.99949161163573,0.0,0.0,1
gene_9,0.8168943483972678,4,5.9829737238226635,0.20614422286984196,-100.54064300304489,-22.15083313568897,32.55047556391014,SE,225,0.0001362730021683887,0.005959508783727508,0.0018532276153564453,222.74568761490747,-241.96050142351152,141.41985842046662,0.0,0.0,1
gene_10,0.7792647862907089,4,5.9829737238226635,0.2605084892837818,-128.1635235555762,-9.46949176979541,6.212444597943452,SE,225,0.00015704326267586437,0.005413272920305459,0.0018830299377441406,277.9914487199701,-263.5741248636677,135.4106013080915,0.0,0.0,1
gene_11,0.8990521157313298,4,5.9829737238226635,0.10326369581475627,60.864822647547214,-4.869543360915647,1.7433338467998358,SE,225,2.9512500312608035e-05,0.003130967277697703,0.00185394287109375,-100.06524368627674,-181.4660406369792,242.3308632845264,0.0,0.0,1
gene_12,0.9750122823718379,4,9.938466421540705,0.02054050158577582,97.68264529443343,6.297678943253934,1.9938231479979602,SE,225,4.543486312438638e-06,0.005839526122880559,0.0018413066864013672,-173.70088898004917,-259.08005648744137,356.7627017818748,0.0,0.0,1
gene_13,0.8260473184812719,4,9.938466421540705,0.16877990719374622,-85.12372840900059,-34.56444257684895,39.309252932760735,SE,225,0.00020594019345817856,0.009651965855617466,0.0021677017211914062,191.91185842681887,-276.61918550749687,191.49545709849627,0.0,0.0,1
gene_14,0.9757181180436596,4,9.938466421540705,0.019945848483827085,24.990088893512393,-7.618427485823588,3.2046575141486686,SE,225,1.2258397610608889e-05,0.016636616983880723,0.0018393993377685547,-28.315776178207106,-236.9724428480077,261.9625317415201,0.0,0.0,1
gene_15,0.8331692098122917,4,9.938466421540705,0.1604861417941123,8.784187509225006,10.702388390776514,3.9577914083413757,SE,225,0.00023347634293304653,0.011591270341427625,0.0021295547485351562,4.096026590367668,-147.0227616700184,155.80694917924342,0.0,0.0,1
gene_16,0.6175887737757403,4,9.938466421540705,0.4962788665917806,-96.96551453391254,-6.5534664512582745,1.523180396720751,SE,225,0.0007684633683355281,0.015749934431376497,0.0018715858459472656,215.59543067664276,-199.44925600252364,102.4837414686111,0.0,0.0,1
gene_17,0.9857535443122185,4,5.9829737238226635,0.013291493859901417,-68.95500709160336,3.552371425599648,2.678946316800451,SE,225,1.026367137347857e-06,0.0038839794457032543,0.0021257400512695312,159.5744157920244,-273.6002834342556,204.6452763426522,0.0,0.0,1
gene_18,0.3162923218837371,4,3.6017603784793164,2.0996604398641563,-224.91757933141963,-9.682003250511773,10.522632349374959,SE,225,0.0010582834439309343,0.02498685880833365,0.0021431446075439453,471.49956027165695,-236.11036244398662,11.192783112566985,0.0008211608604571374,0.00418959622682213,1
gene_19,0.8645161378776706,4,5.9829737238226635,0.1441284692843204,-151.46394638358828,46.28535232677534,143.3519910801699,SE,225,0.00016748315904928157,0.011231625917938028,0.002138853073120117,324.59229437599424,-313.63212628096596,162.16817989737768,0.0,0.0,1
gene_20,0.946652704663879,4,5.9829737238226635,0.05182711528857712,44.426643687435245,-7.349932865051525,3.988926354483786,SE,225,1.555086853212531e-05,0.004912557019201505,0.0015821456909179688,-67.1888857660528,-197.50667162190095,241.9333153093362,0.0,0.0,1
gene_21,0.9328187179461446,4,5.9829737238226635,0.0662348178094482,43.358931953942175,-10.07623156187793,7.16884953782221,SE,225,2.3019805498238555e-05,0.004841540064934146,0.0018618106842041016,-65.05346229906667,-199.61705873432928,242.97599068827145,0.0,0.0,1
gene_22,0.8219740815096527,4,5.9829737238226635,0.19918673927751449,-131.3565215968332,18.17151107510992,22.187885841038458,SE,225,0.00012179935849388485,0.005531722891024281,0.0018811225891113281,284.3774448024841,-277.0331310714684,145.6766094746352,0.0,0.0,1
gene_23,0.7794181220430472,4,5.9829737238226635,0.2602763101491426,-159.13580534745284,-5.484394171058588,2.4714868210759566,SE,225,0.0001983728115178669,0.006843643066378369,0.0019011497497558594,339.9360123037234,-243.21445997579985,84.07865462834701,0.0,0.0,1
gene_24,0.962566574566123,4,16.509033696538385,0.022782699106584408,69.0274203076363,-9.118908515099319,2.6183924587048755,SE,225,3.530765976268692e-05,0.02126224866522082,0.0029649734497070312,-116.39043900645493,-290.9924986249363,360.0199189325726,0.0,0.0,1
gene_25,0.9423710047934146,4,5.9829737238226635,0.05624118245468713,-124.77906101385969,-32.45589791768791,73.45867737993228,SE,225,4.461259840576319e-05,0.012282549163015717,0.001583099365234375,271.22252363653706,-314.58044601489894,189.80138500103925,0.0,0.0,1
gene_26,0.9642996841777166,4,5.9829737238226635,0.0340482930520999,64.3079420589045,1.029130187086273,0.37607085404044954,SE,225,5.202064875588038e-06,0.003420337157529036,0.0016169548034667969,-106.95148250899132,-221.4507718333811,285.75871389228564,0.0,0.0,1
gene_27,0.9408940391739671,4,5.9829737238226635,0.057773127069736224,-108.37783285103203,-23.99445366866615,40.47053391040633,SE,225,4.52594446023335e-05,0.01191471227778741,0.0018906593322753906,238.42006731088173,-261.388125132884,153.01029228185197,0.0,0.0,1
gene_28,0.6589481250000158,4,3.6017603784793164,0.5027319339898131,-175.4345725405083,-1.6237715657254177,0.6401642093233768,SE,225,0.0002733343289901547,0.006065076318443877,0.0016109943389892578,372.5335466898343,-227.98957942037075,52.55500687986245,4.18332035678759e-13,2.490071640944994e-12,1
gene_29,0.9767398068942422,4,5.9829737238226635,0.021901292171974476,-45.514430194218164,8.670405928499903,6.345788771986846,SE,225,3.0975048488866413e-06,0.0045622264136303894,0.0018649101257324219,112.69326199725401,-293.6848054374434,248.17037524322524,0.0,0.0,1
gene_30,0.7732669690753389,4,9.938466421540705,0.23500650081098085,-118.42891045822788,-18.31740512308083,11.206039233305278,SE,225,0.0006495624247166725,0.02168286620380551,0.0018436908721923828,258.52222252527343,-220.10629883980872,101.67738838158084,0.0,0.0,1
gene_31,0.4770156166872515,4,9.938466421540705,0.8787203110877861,-207.50942607807372,7.712493526454885,2.079895581608658,SE,225,0.0012522972822171883,0.023534694965080552,0.001642465591430664,436.6832537649651,-283.4881144750676,75.9786883969939,0.0,0.0,1
gene_32,0.4846215089514935,4,5.9829737238226635,0.9780451746851591,-207.42024698347655,-30.449700662339858,55.22855836633468,SE,225,0.0006450391474448916,0.012100085972094249,0.0013396739959716797,436.5048955757708,-258.8368897361441,51.41664275266754,7.470690732702678e-13,4.343424844594581e-12,1
gene_33,0.9735783315974107,4,5.9829737238226635,0.024958854481197015,-90.04606719681291,-24.74430903657679,44.34180723940906,SE,225,1.0370939112085618e-05,0.011991315852201425,0.0018799304962158203,201.7565360024435,-268.4433045193503,178.3972373225374,0.0,0.0,1
gene_34,0.953334860541799,4,5.9829737238226635,0.04501760690499398,-14.545725017170042,7.923606061141871,4.8418013228870045,SE,225,1.1425549070675804e-05,0.004593722864596747,0.0018553733825683594,50.75585164315777,-264.5433920974357,249.99766708026564,0.0,0.0,1
gene_35,0.9703837651358236,4,5.9829737238226635,0.028068657043396172,34.6953827498308,7.916942419855409,4.824235602643249,SE,225,4.964790998270244e-06,0.004628374519977585,0.0018723011016845703,-47.72636389084391,-235.94750787299918,270.64289062283,0.0,0.0,1
gene_36,0.9804344391634189,4,16.509033696538385,0.011690958640995916,56.15847203680005,9.078711718628716,3.6249358407499157,SE,225,7.188946959802098e-06,0.014741127164740526,0.002997875213623047,-90.65254246478241,-253.42011247906595,309.578584515866,0.0,0.0,1
gene_37,0.9714088971481555,4,5.9829737238226635,0.027068496983769993,-27.763544895720287,-12.306282812385195,11.383079340708694,SE,225,4.937224402738789e-06,0.004918214144966125,0.0018651485443115234,77.19149140025826,-292.8659749550617,265.1024300593414,0.0,0.0,1
gene_38,0.7869820660089585,4,5.9829737238226635,0.24893539036320567,-98.3637828696252,0.02800948183732712,0.3134599089266506,SE,225,0.0001713733787396358,0.0061695667816925774,0.001928567886352539,218.39196734806808,-220.96104263088301,122.59725976125782,0.0,0.0,1
gene_39,0.9293619999240788,4,9.938466421540705,0.06091833509972125,-38.70760710142255,-12.780348552999222,6.3716031890825855,SE,225,4.437782579495064e-05,0.008556987753258813,0.001834869384765625,99.07961581166279,-275.25144220738935,236.5438351059668,0.0,0.0,1
