,FSV,M,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval,spatially_variable
gene_0,0.92042970580297,4,0.9340906222436361,0.08629905961839893,-2631.1905381014826,-6.907691857438714,9.833214252657841,SE,2500,6.085967746827993e-07,9.574297332747814e-05,0.0030603408813476562,5293.677260246391,-3629.493230769597,998.3026926681146,0.0,0.0,1
gene_1,0.8006744218986268,4,1.7450505811270067,0.24724246582924952,-1732.3077465473953,25.906968959964075,39.25403701471407,SE,2500,1.870596291046256e-06,7.320987846272696e-05,0.0029823780059814453,3495.9116771382155,-3345.1544900913445,1612.8467435439493,0.0,0.0,1
gene_2,0.7590942606401039,4,6.090403061383408,0.2933506668733184,68.58340328123586,-6.200609851248917,0.43300552425433764,SE,2500,2.433975258276527e-05,0.0007571357360974638,0.003775358200073242,-105.87062251904655,-2166.3579306348643,2234.9413339161,0.0,0.0,1
gene_3,0.8197401502868484,4,3.2600707663430897,0.21470156465450974,-1305.9556056022748,-12.491612884498545,3.563048972770456,SE,2500,5.391263291656013e-06,0.0002407711435930123,0.003351926803588867,2643.2073952479745,-3607.3263491588914,2301.3707435566166,0.0,0.0,1
gene_4,0.8275483388791219,4,1.7450505811270067,0.20696170788368434,-2114.5085665086913,-12.330685848371282,9.620145207284045,SE,2500,2.127162038657068e-06,0.00010088459621479061,0.0025734901428222656,4260.313317060808,-3414.080053394484,1299.5714868857926,0.0,0.0,1
gene_5,0.7853501378017191,4,1.7450505811270067,0.2714458951531806,-1800.8749191627305,17.893082067639906,18.94510912585596,SE,2500,1.9647631442162343e-06,7.007139414695828e-05,0.0029702186584472656,3633.046022368886,-3267.281491692269,1466.4065725295384,0.0,0.0,1
gene_6,0.9427252684324521,4,0.9340906222436361,0.06064899946660236,-2418.996248506443,30.9043696926405,181.05721781509862,SE,2500,6.045807262489875e-07,0.0001682811257216772,0.005202054977416992,4869.288681056311,-3495.001982131922,1076.005733625479,0.0,0.0,1
gene_7,0.8641850488235587,4,6.090403061383408,0.14527017990049337,-292.06909626018614,-5.742013368890064,0.6725017034234699,SE,2500,1.3220344301914777e-05,0.0008833419202551795,0.003731250762939453,615.4343765637974,-3178.538557252662,2886.469460992476,0.0,0.0,1
gene_8,0.8595574619732359,4,1.7450505811270067,0.16227056311414778,-1924.0014968172018,56.21050257048991,184.8537153817245,SE,2500,1.0598398771933113e-06,6.737298058621783e-05,0.0029497146606445312,3879.2991776778285,-3782.962011401547,1858.9605145843452,0.0,0.0,1
gene_9,0.9806808438209216,4,6.090403061383408,0.01820941954639346,-359.5594717850222,12.908057517405203,4.611925498576896,SE,2500,2.1484676265356904e-07,0.000451403957167893,0.004105806350708008,750.4151276134695,-3332.9313580532717,2973.3718862682495,0.0,0.0,1
gene_10,0.8252658756039165,4,6.090403061383408,0.19571291312693312,-1340.7409141146632,-32.64226603994821,8.22036382709817,SE,2500,1.912128819528941e-05,0.000890709184398113,0.0033233165740966797,2712.7780122727513,-3937.948518644893,2597.2076045302297,0.0,0.0,1
gene_11,0.9651875633556117,4,6.090403061383408,0.03333944345197212,-550.3068600094207,-3.9214986101978173,2.3204410018650603,SE,2500,9.826476552919544e-07,0.0006770426336713071,0.003398418426513672,1131.9099040622666,-3533.503011212366,2983.196151202945,0.0,0.0,1
gene_12,0.9580895440031112,4,0.9340906222436361,0.043667870292531184,-2354.197020595362,-4.233345012139725,4.21716742116781,SE,2500,3.693122740314104e-07,0.00018063081967323227,0.00641322135925293,4739.69022523415,-3694.447789389644,1340.250768794282,0.0,0.0,1
gene_13,0.9675695957589655,4,6.090403061383408,0.03098173893443778,-558.7430578617555,-13.748038720289966,3.7779135215003867,SE,2500,7.152786561577168e-07,0.0005624603031721987,0.0033440589904785156,1148.7822997669361,-3355.9348939638403,2797.191836102085,0.0,0.0,1
gene_14,0.9085395262840847,4,0.9340906222436361,0.10049289241899624,-2076.985147600371,22.529073312037376,95.54834349529443,SE,2500,5.954921765026324e-07,7.422552761170804e-05,0.0033006668090820312,4185.266479244167,-3335.473447147505,1258.488299547134,0.0,0.0,1
gene_15,0.7920787709967937,4,6.090403061383408,0.24264206914790254,-150.54444522728227,-2.8125681362469277,0.2946347960368793,SE,2500,1.757670980300384e-05,0.0006521054638552002,0.0038118362426757812,332.3850744979897,-2749.904028851649,2599.3595836243667,0.0,0.0,1
gene_16,0.9410768459433557,4,6.090403061383408,0.05787573753350521,-752.0842693861628,-17.451098235506716,3.7432744111773077,SE,2500,2.943166896775139e-06,0.0007790541084208033,0.0033829212188720703,1535.4647228157507,-3203.844712017817,2451.7604426316543,0.0,0.0,1
gene_17,0.9152505656242415,4,0.9340906222436361,0.09243629470719049,-2634.0215094904124,-1.1116951623248228,1.0921598501745977,SE,2500,6.994628958641467e-07,9.89568029822658e-05,0.003281831741333008,5299.33920302425,-3732.557855492123,1098.5363460017106,0.0,0.0,1
gene_18,0.8716916083071654,4,1.7450505811270067,0.14618680855837177,-1290.7188539459523,3.658137548943669,1.322829324010009,SE,2500,9.257883171078021e-07,6.739630338883615e-05,0.002962827682495117,2612.7338919353297,-3212.983928307237,1922.2650743612846,0.0,0.0,1
gene_19,0.9267651036455561,4,0.9340906222436361,0.07888494459595906,-2258.7530779370422,0.27352546054813087,0.6798703006783702,SE,2500,5.323994511797115e-07,9.647600250798858e-05,0.00581812858581543,4548.80233991751,-3451.4422294809283,1192.689151543886,0.0,0.0,1
gene_20,0.8093598583780146,4,1.7450505811270067,0.23393148612039788,-2002.3446653774886,7.08148944252474,3.5721495698409576,SE,2500,1.230449478663788e-06,5.1016267952634684e-05,0.0029523372650146484,4035.985514798402,-3852.862413716386,1850.5177483388975,0.0,0.0,1
gene_21,0.9627566354872565,4,21.256122803129635,0.01935170715432724,-568.2433918409979,0.4357720677120804,4.5306031018880155,SE,2500,2.678944494237799e-05,0.016285238686156046,0.004106760025024414,1167.782967725421,-2902.2910567966383,2334.0476649556404,0.0,0.0,1
gene_22,0.8493936972914342,4,1.7450505811270067,0.17609624758816486,-1427.775920014006,-14.787580863437196,13.24239208135591,SE,2500,8.121178979559268e-07,4.661188301743578e-05,0.0029709339141845703,2886.848024071437,-3523.417577013124,2095.641656999118,0.0,0.0,1
gene_23,0.9591700549007158,4,11.377976770644345,0.03330138176262839,-258.039008734655,-21.53704413578798,3.4516126521985417,SE,2500,6.977699417076644e-06,0.003580322109282136,0.004178762435913086,547.3742015127351,-3136.9148560771746,2878.8758473425196,0.0,0.0,1
gene_24,0.9668878070594558,4,6.090403061383408,0.03165537781108382,-895.4369858989103,-13.976400149375985,4.4971874773375875,SE,2500,7.365634392797915e-07,0.0005571202176492267,0.0033926963806152344,1822.1701558412458,-3559.840553234639,2664.403567335729,0.0,0.0,1
gene_25,0.8914715432807867,4,6.090403061383408,0.1125308977589095,-803.5823189399498,-22.3626358912159,4.405508926976908,SE,2500,7.980365182570078e-06,0.0007538559285653863,0.0037648677825927734,1638.4608219233248,-3675.9724720361746,2872.390153096225,0.0,0.0,1
gene_26,0.9665462517787394,4,6.090403061383408,0.03199320758343299,-965.6728630518255,14.534283228942567,4.75824829854622,SE,2500,6.810353404928832e-07,0.0005053499669181193,0.004236698150634766,1962.6419101470763,-3604.6956323817567,2639.022769329931,0.0,0.0,1
gene_27,0.6444699937877335,4,6.090403061383408,0.509928399296324,-1466.0221743224379,-0.7818391595405315,0.3392515552607399,SE,2500,6.993377682298376e-05,0.0015043170143122576,0.002907991409301758,2963.3405326883008,-2927.943917018281,1461.921742695843,0.0,0.0,1
gene_28,0.8426680892547884,4,1.7450505811270067,0.18542840294407298,-1060.563421523466,12.780281067350737,9.865659827482254,SE,2500,8.247491957566412e-07,4.446354416195836e-05,0.0029141902923583984,2152.423027090357,-3141.554243420952,2080.990821897486,0.0,0.0,1
gene_29,0.9647919183301806,4,6.090403061383408,0.03373217516892606,-678.0728057507904,-27.21432628917586,7.872454624879709,SE,2500,9.477932415661986e-07,0.0006394504261345749,0.0032951831817626953,1387.441795545006,-3752.3258879152404,3074.25308216445,0.0,0.0,1
gene_30,0.9508425714703324,4,0.9340906222436361,0.05160909751977896,-2360.305269606497,-17.442217545844656,58.32364142142689,SE,2500,4.442694391880343e-07,0.00016256996649150225,0.005540609359741211,4751.906723256419,-3531.2263561542595,1170.9210865477626,0.0,0.0,1
gene_31,0.7955877364438585,4,1.7450505811270067,0.2551730802770845,-1770.691286918996,7.793765626922477,4.027030866440138,SE,2500,1.584727360918788e-06,6.006581237158078e-05,0.0030045509338378906,3572.678757881417,-3273.128204622046,1502.4369177030499,0.0,0.0,1
gene_32,0.8208749558528139,4,1.7450505811270067,0.2167181543075641,-1428.0836355097586,-6.576255915677465,2.954853436553871,SE,2500,9.079686495072899e-07,4.089567142225035e-05,0.0029053688049316406,2887.463455062942,-3495.479096157216,2067.3954606474576,0.0,0.0,1
gene_33,0.9416839071940911,4,6.090403061383408,0.05724254189273493,-477.85093739287595,-3.7325506202457763,1.345383120280626,SE,2500,1.9901163182648036e-06,0.000536524085499511,0.0033125877380371094,986.998058829177,-3143.275533021651,2665.424595628775,0.0,0.0,1
gene_34,0.9668142516260715,4,11.377976770644345,0.026852680338258057,27.87894881519742,-17.394161564170386,2.909311397823016,SE,2500,3.524717912767448e-06,0.00265499970188175,0.0049211978912353516,-24.46171358696967,-3287.9891134556115,3315.868062270809,0.0,0.0,1
gene_35,0.7686732756987527,4,1.7450505811270067,0.29888217474687206,-1743.7855325942396,-4.014635051880538,1.3799922821011867,SE,2500,2.220829270809567e-06,7.239940770578409e-05,0.002937793731689453,3518.867249231904,-3084.2628514001826,1340.477318805943,0.0,0.0,1
gene_36,0.8655849875122696,4,6.090403061383408,0.14354025124415237,-760.1204699085615,-11.683826981351435,1.6112876498672286,SE,2500,1.0040609355256182e-05,0.0006813724073102661,0.003314971923828125,1551.5371238605483,-3442.249330237359,2682.1288603287976,0.0,0.0,1
gene_37,0.9722122290295785,4,11.377976770644345,0.022359994933484922,-166.91952602079618,-17.51985031843678,3.7005135144181565,SE,2500,1.950723224491244e-06,0.0020505110724299393,0.004855155944824219,365.13523608501754,-3497.399848038954,3330.480322018158,0.0,0.0,1
gene_38,0.8672148645118068,4,1.7450505811270067,0.15206831599963627,-1256.3310782551885,-23.425647256503126,32.51202009139439,SE,2500,6.015731605307837e-07,4.1579053485072006e-05,0.0029091835021972656,2543.958340553802,-3567.07773559858,2310.7466573433917,0.0,0.0,1
gene_39,0.961402223523804,4,6.090403061383408,0.037110158169448425,-690.2462624988266,-2.2551274421578476,2.26661790825677,SE,2500,1.0240717675069448e-06,0.0005827640004500388,0.003298044204711914,1411.7887090410784,-3647.175720221232,2956.9294577224055,0.0,0.0,1
gene_40,0.8371101009406374,4,11.377976770644345,0.1522266329554982,-815.5271552048466,-7.435479246352701,0.8579886149935031,SE,2500,5.520346768513054e-05,0.002833687784338369,0.003674745559692383,1662.3504944531185,-3589.280889681687,2773.7537344768402,0.0,0.0,1
gene_41,0.8022049567916449,4,6.090403061383408,0.22791121879580487,20.304945211956692,-14.182849142801984,1.6228315183761792,SE,2500,1.807530509963431e-05,0.0007144461535344546,0.0037238597869873047,-9.313706380488217,-2305.1184448225276,2325.4233900344843,0.0,0.0,1
gene_42,0.875962951413417,4,1.7450505811270067,0.14063119736616697,-1276.9680311078366,-10.359990892945486,6.819004429815005,SE,2500,9.042481279798005e-07,6.932388549767357e-05,0.002945423126220703,2585.2322462590982,-3278.6126751724996,2001.644644064663,0.0,0.0,1
