,FSV,M,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval,spatially_variable
gene_0,0.9581225231821471,4,0.9340906222436361,0.04363200631808615,-2181.48802315218,5.380003599932927,6.198861778005167,SE,2500,2.858130479440719e-07,0.00013999312471371512,0.007419586181640625,4394.272230347786,-3871.917235864962,1690.429212712782,0.0,0.0,1
gene_1,0.83301383839661,4,1.7450505811270067,0.19908761992707985,-1139.0452033618503,-3.0360291022723382,0.9163290338706227,SE,2500,2.2433047314170774e-06,0.0001112281473915333,0.0033185482025146484,2309.3865907671257,-2457.607752427694,1318.5625490658435,0.0,0.0,1
gene_2,0.8220762184777609,4,6.090403061383408,0.20005875248997057,-839.0499929616158,-23.716495301327665,4.4340660550531625,SE,2500,1.830700763771272e-05,0.0008320889880555369,0.0032253265380859375,1709.3961699666568,-3291.7791500816566,2452.729157120041,0.0,0.0,1
gene_3,0.9712595246086726,4,6.090403061383408,0.027352328117364284,-636.1721891380621,12.102713254097342,3.9384969699881514,SE,2500,7.947100016460486e-07,0.00078391627813454,0.004037141799926758,1303.6405623195494,-3468.597127526048,2832.424938387986,0.0,0.0,1
gene_4,0.9760731908962358,4,6.090403061383408,0.022658859214597222,-556.9857715005196,10.388794846754777,4.006043062263414,SE,2500,4.2089096050149215e-07,0.0005874475642125564,0.004030704498291016,1145.2677270444644,-3002.5257386019853,2445.5399671014657,0.0,0.0,1
gene_5,0.788859964652727,4,6.090403061383408,0.2474037710102331,-442.3456073975267,6.92099557785245,0.6297321564760817,SE,2500,2.2737295711021553e-05,0.0008275755267079853,0.0032227039337158203,915.9873988384785,-2512.821371572012,2070.4757641744854,0.0,0.0,1
gene_6,0.9795511420301041,4,6.090403061383408,0.019296457357577426,-426.32583721185983,-5.139620705584581,3.5571220135544905,SE,2500,2.457012100875399e-07,0.0004628980810633509,0.0044023990631103516,883.9478584671448,-3704.2844594352923,3277.9586222234325,0.0,0.0,1
gene_7,0.8891941277218086,4,1.7450505811270067,0.12376053549290565,-1362.4777249226893,-2.198608980843659,0.9308840580430183,SE,2500,5.195927292394911e-07,4.749289537126066e-05,0.0028603076934814453,2756.2516338888036,-3757.7310386436225,2395.253313720933,0.0,0.0,1
gene_8,0.9043753308434693,4,6.090403061383408,0.09773652171184105,-760.3006392249076,22.1861696223073,4.453593123585738,SE,2500,6.7469080384035725e-06,0.0007816702560385452,0.003229856491088867,1551.8974624932405,-3361.401964049948,2601.1013248250406,0.0,0.0,1
gene_9,0.8027084473066898,4,3.2600707663430897,0.23997338038132465,-1495.527716305166,-9.772208192982939,2.4303480228298153,SE,2500,5.246326409435839e-06,0.00020804768300332655,0.0032761096954345703,3022.351616653757,-3800.917976110358,2305.390259805192,0.0,0.0,1
gene_10,0.7313297384863275,4,6.090403061383408,0.3395799227214396,-649.9612064831942,-9.384979705467078,0.863623793137451,SE,2500,2.6358213759563738e-05,0.0007278558184374332,0.003232717514038086,1331.2185970098137,-3065.9897350641727,2416.0285285809787,0.0,0.0,1
gene_11,0.9703817553152508,4,6.090403061383408,0.028213199184003595,-810.1651068784122,0.8307280553914806,3.1897560929134885,SE,2500,5.924601111993471e-07,0.0005522442790185746,0.0032198429107666016,1651.6263978002496,-3442.064981457404,2631.899874578992,0.0,0.0,1
gene_12,0.7459680102553261,4,1.7450505811270067,0.33820824822020906,-1846.036501465751,-12.193247856511412,8.955178282897966,SE,2500,1.5376962010849743e-06,4.5081574239286965e-05,0.0028672218322753906,3723.369186974927,-3504.768150777949,1658.731649312198,0.0,0.0,1
