,FSV,M,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval,spatially_variable
gene_0,0.8038633917369842,4,1.7450505811270067,0.2423217510294789,-1223.5543060795321,-20.82734219916336,25.39765151167823,SE,2500,1.1744178500974764e-06,4.69263675157265e-05,0.0030400753021240234,2478.4047962024893,-3144.2900506628057,1920.7357445832736,0.0,0.0,1
gene_1,0.8523564083074543,4,3.2600707663430897,0.16912421069602565,-1128.9908140197663,-12.709659456675649,3.7294285768961664,SE,2500,2.9704140128620296e-06,0.00017547019723470144,0.0033118724822998047,2289.2778120829576,-3578.588036932105,2449.5972229123386,0.0,0.0,1
gene_2,0.9446623226882384,4,0.9340906222436361,0.05847766978390534,-2532.378858888532,-14.923358396008744,42.941859314668,SE,2500,4.85590131212914e-07,0.00014368755396338526,0.00563502311706543,5096.053901820489,-3612.843568422347,1080.464709533815,0.0,0.0,1
gene_3,0.9123399863271623,4,0.9340906222436361,0.0959158876902739,-2059.398042449121,-7.273664975097895,10.450363602530784,SE,2500,5.892642918049626e-07,7.879916805534911e-05,0.0033342838287353516,4150.0922689416675,-3264.4651568837157,1205.0671144345947,0.0,0.0,1
gene_4,0.5621124569682581,4,6.090403061383408,0.7200705044240295,-349.2366756201295,-7.827137342957978,0.5076357005373573,SE,2500,6.250569639050815e-05,0.0011998215444946115,0.0028629302978515625,729.7695352836841,-1622.3949141774135,1273.158238557284,0.0,0.0,1
gene_5,0.83475880533611,4,1.7450505811270067,0.19659537932513632,-1857.1547813133348,10.886070537334563,7.559596874108292,SE,2500,1.2362019395823473e-06,6.219665441256587e-05,0.0028738975524902344,3745.6057466700945,-3591.4830433976763,1734.3282620843415,0.0,0.0,1
gene_6,0.8134820790964763,4,1.7450505811270067,0.22771338787362277,-943.483587852214,-22.761376190460748,30.25247486626426,SE,2500,1.1023663891664225e-06,4.70401534608944e-05,0.0028815269470214844,1918.2633597478532,-2909.337818601476,1965.8542307492621,0.0,0.0,1
gene_7,0.7409334397242289,4,1.7450505811270067,0.34725471554155485,-2292.1837596107853,0.6347776232854802,0.650290027078283,SE,2500,2.861043966787416e-06,8.211168645838134e-05,0.002463102340698242,4615.663703264996,-3587.696726285413,1295.512966674628,0.0,0.0,1
gene_8,0.9751744963457765,4,6.090403061383408,0.02353159549411386,-142.32726812838018,2.40769555749898,2.260685951978566,SE,2500,4.162930250400751e-07,0.0005416994392632498,0.004073619842529297,315.95072030018554,-3531.445729778262,3389.1184616498817,0.0,0.0,1
gene_9,0.8226610000349502,4,1.7450505811270067,0.2140914555312573,-1672.7115395214748,2.1458929104281195,0.8205443742603798,SE,2500,1.34447274360139e-06,6.138174967506634e-05,0.0024950504302978516,3376.7192630863747,-3372.394366136027,1699.6828266145524,0.0,0.0,1
